Project Code,Project Status,Study Type,Workflow,Task Name,Task Comment,Target Days to Complete,Date Site Selected,Date HRA approval,Date Created,Start Date,Due Date,Completion Date,On time or Late,Days to completion,Days active (if not complete),Task Status
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),PI GCP,Synthetic completed task for demonstration data.,7,46077,46085,46092,46095,46102,46105,Late,10,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Labs,Synthetic active task; completion date intentionally unavailable.,7,46077,46085,46091,46093,46100,,,,124,Active
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,46077,46085,46092,46093,46100,46093,On Time,0,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Pharmacy,Synthetic completed task for demonstration data.,7,46077,46085,46102,46104,46111,46105,On Time,1,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic completed task for demonstration data.,7,46077,46085,46105,46106,46113,46120,Late,14,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact CRF,Synthetic completed task for demonstration data.,7,46077,46085,46100,46103,46110,46121,Late,18,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic completed task for demonstration data.,7,46077,46085,46100,46102,46109,46112,Late,10,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic completed task for demonstration data.,7,46077,46085,46107,46107,46114,46111,On Time,4,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Send Hive build requirements,Synthetic completed task for demonstration data.,14,46077,46085,46109,46110,46124,46113,On Time,3,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45532,45521,45534,45537,,45541,On Time,4,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45532,45521,45539,45541,45548,45543,On Time,2,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45532,45521,45545,45547,45568,45579,Late,32,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45532,45521,45549,45552,45566,45559,On Time,7,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45532,45521,45549,45549,45556,45558,Late,9,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45532,45521,45541,45543,45545,45547,Late,4,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45532,45521,45549,45549,45556,45603,Late,54,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45532,45521,45552,45552,45559,45603,Late,51,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45532,45521,45548,45551,45558,45603,Late,52,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic active task; completion date intentionally unavailable.,21,45532,45521,45553,45556,45577,,,,661,Active
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45532,45521,45545,45546,45553,45603,Late,57,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45532,45521,45546,45546,45553,45603,Late,57,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Imaging green light,Synthetic active task; completion date intentionally unavailable.,7,45532,45521,45547,45550,45557,,,,667,Active
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45532,45521,45549,45551,45558,45565,Late,14,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,45532,45521,45558,45561,45568,45592,Late,31,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,45532,45521,45560,45562,45569,45578,Late,16,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,45532,45521,45559,45559,45566,45559,On Time,0,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Final contract or OID review (including costs/targets agreed incorporated),Synthetic completed task for demonstration data.,7,45532,45521,45564,45566,45573,45580,Late,14,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic completed task for demonstration data.,7,45532,45521,45557,45558,45565,45578,Late,20,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,3,45532,45521,45563,45566,45569,45614,Late,48,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Set up cost code,Synthetic completed task for demonstration data.,3,45532,45521,45560,45561,45564,45580,Late,19,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,45532,45521,45558,45561,45568,45572,Late,11,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Site Ready (for CCC),Synthetic completed task for demonstration data.,28,45532,45521,45562,45563,45591,45563,On Time,0,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Confirmation Review,Synthetic completed task for demonstration data.,2,45532,45521,45558,45559,45561,45570,Late,11,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Set up reconciliation tracker and Invoice for set-up fees,Synthetic completed task for demonstration data.,4,45532,45521,45569,45572,45576,45574,On Time,2,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Email confirmation of capacity and capability,Synthetic completed task for demonstration data.,2,45532,45521,45560,45563,45565,45603,Late,40,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Send final Costing Template to DLM,Synthetic active task; completion date intentionally unavailable.,2,45532,45521,45566,45569,45571,,,,648,Active
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Send final agreed costing template to CRF,Synthetic completed task for demonstration data.,2,45532,45521,45571,45574,45576,45580,Late,6,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF Cost split,Synthetic completed task for demonstration data.,28,45532,45521,45571,45574,45602,45577,On Time,3,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Non Commercial studies - set up invoicing for study per contract/ Commercial studies – journal transfer for set up fees,Synthetic completed task for demonstration data.,14,45532,45521,45573,45575,45589,45576,On Time,1,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),SIV date,Synthetic completed task for demonstration data.,14,45532,45521,45577,45579,45593,45607,Late,28,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Green light to recruit,Synthetic active task; completion date intentionally unavailable.,14,45532,45521,45569,45571,45585,,,,646,Active
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Change Study Status,Synthetic completed task for demonstration data.,2,45532,45521,45571,45574,45576,45574,On Time,0,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),1st Patient recruited / 1st Patient Delay Reasons,Synthetic active task; completion date intentionally unavailable.,30,45532,45521,45580,45583,45613,,,,634,Active
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Notify Imaging of 1st Patient Recruited,Synthetic active task; completion date intentionally unavailable.,7,45532,45521,45579,45581,45588,,,,636,Active
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Send C+C data,Synthetic completed task for demonstration data.,2,45532,45521,45580,45582,45584,45588,Late,6,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Follow-up: Send final Costing Template to DLM,Synthetic completed task for demonstration data.,2,45532,45521,45578,45580,45582,45602,Late,22,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Follow-up: Set up reconciliation tracker and Invoice for set-up fees,Synthetic active task; completion date intentionally unavailable.,4,45532,45521,45572,45573,45577,,,,644,Active
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Follow-up: Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45532,45521,45575,45577,45584,45598,Late,21,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Follow-up: CRF Cost split,Synthetic completed task for demonstration data.,28,45532,45521,45573,45573,45601,45577,On Time,4,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Follow-up: HRA Approval Letter,Synthetic completed task for demonstration data.,21,45532,45521,45574,45577,45598,45587,On Time,10,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Follow-up: Confirmation Review,Synthetic completed task for demonstration data.,2,45532,45521,45584,45584,45586,45606,Late,22,,Complete
D0057,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Follow-up: Check qualifications of research team,Synthetic completed task for demonstration data.,7,45532,45521,45583,45586,45593,45636,Late,50,,Complete
